Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,     0.7978564, ,            -2,     0.7978564, ,            -2,     0.7978564, ,            -2,     0.7978564, ,            -2,     0.7978564, , 
         -1.8,     0.8108958, ,          -1.8,     0.8108958, ,          -1.8,     0.8108958, ,          -1.8,     0.8108958, ,          -1.8,     0.8108958, , 
         -1.6,     0.8239152, ,          -1.6,     0.8239152, ,          -1.6,     0.8239152, ,          -1.6,     0.8239152, ,          -1.6,     0.8239152, , 
         -1.4,      0.836914, ,          -1.4,      0.836914, ,          -1.4,      0.836914, ,          -1.4,      0.836914, ,          -1.4,      0.836914, , 
         -1.2,     0.8498919, ,          -1.2,     0.8498919, ,          -1.2,     0.8498919, ,          -1.2,     0.8498919, ,          -1.2,     0.8498919, , 
           -1,     0.8628485, ,            -1,     0.8628485, ,            -1,     0.8628485, ,            -1,     0.8628485, ,            -1,     0.8628485, , 
         -0.8,     0.8757833, ,          -0.8,     0.8757833, ,          -0.8,     0.8757833, ,          -0.8,     0.8757833, ,          -0.8,     0.8757833, , 
         -0.6,     0.8886961, ,          -0.6,     0.8886961, ,          -0.6,     0.8886961, ,          -0.6,     0.8886961, ,          -0.6,     0.8886961, , 
         -0.4,     0.9015864, ,          -0.4,     0.9015864, ,          -0.4,     0.9015864, ,          -0.4,     0.9015864, ,          -0.4,     0.9015864, , 
         -0.2,     0.9144538, ,          -0.2,     0.9144538, ,          -0.2,     0.9144538, ,          -0.2,     0.9144538, ,          -0.2,     0.9144538, , 
            0,     0.9272979, ,             0,     0.9272979, ,             0,     0.9272979, ,             0,     0.9272979, ,             0,     0.9272979, , 
          0.2,     0.9401184, ,           0.2,     0.9401184, ,           0.2,     0.9401184, ,           0.2,     0.9401184, ,           0.2,     0.9401184, , 
          0.4,     0.9529149, ,           0.4,     0.9529149, ,           0.4,     0.9529149, ,           0.4,     0.9529149, ,           0.4,     0.9529149, , 
          0.6,     0.9656869, ,           0.6,     0.9656869, ,           0.6,     0.9656869, ,           0.6,     0.9656869, ,           0.6,     0.9656869, , 
