Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.1561796, ,            -1,     0.1561796, ,            -1,     0.1561796, ,            -1,     0.1561796, ,            -1,     0.1561796, , 
         -0.8,     0.1710432, ,          -0.8,     0.1710432, ,          -0.8,     0.1710432, ,          -0.8,     0.1710432, ,          -0.8,     0.1710432, , 
         -0.6,     0.1859032, ,          -0.6,     0.1859032, ,          -0.6,     0.1859032, ,          -0.6,     0.1859032, ,          -0.6,     0.1859032, , 
         -0.4,     0.2007593, ,          -0.4,     0.2007593, ,          -0.4,     0.2007593, ,          -0.4,     0.2007593, ,          -0.4,     0.2007593, , 
         -0.2,     0.2156112, ,          -0.2,     0.2156112, ,          -0.2,     0.2156112, ,          -0.2,     0.2156112, ,          -0.2,     0.2156112, , 
            0,     0.2304584, ,             0,     0.2304584, ,             0,     0.2304584, ,             0,     0.2304584, ,             0,     0.2304584, , 
          0.2,     0.2453005, ,           0.2,     0.2453005, ,           0.2,     0.2453005, ,           0.2,     0.2453005, ,           0.2,     0.2453005, , 
          0.4,     0.2601371, ,           0.4,     0.2601371, ,           0.4,     0.2601371, ,           0.4,     0.2601371, ,           0.4,     0.2601371, , 
          0.6,     0.2749679, ,           0.6,     0.2749679, ,           0.6,     0.2749679, ,           0.6,     0.2749679, ,           0.6,     0.2749679, , 
          0.8,     0.2897923, ,           0.8,     0.2897923, ,           0.8,     0.2897923, ,           0.8,     0.2897923, ,           0.8,     0.2897923, , 
            1,     0.3046101, ,             1,     0.3046101, ,             1,     0.3046101, ,             1,     0.3046101, ,             1,     0.3046101, , 
          1.2,     0.3194208, ,           1.2,     0.3194208, ,           1.2,     0.3194208, ,           1.2,     0.3194208, ,           1.2,     0.3194208, , 
          1.4,      0.334224, ,           1.4,      0.334224, ,           1.4,      0.334224, ,           1.4,      0.334224, ,           1.4,      0.334224, , 
          1.6,     0.3490194, ,           1.6,     0.3490194, ,           1.6,     0.3490194, ,           1.6,     0.3490194, ,           1.6,     0.3490194, , 
          1.8,     0.3638065, ,           1.8,     0.3638065, ,           1.8,     0.3638065, ,           1.8,     0.3638065, ,           1.8,     0.3638065, , 
            2,     0.3785849, ,             2,     0.3785849, ,             2,     0.3785849, ,             2,     0.3785849, ,             2,     0.3785849, , 
          2.2,     0.3933543, ,           2.2,     0.3933543, ,           2.2,     0.3933543, ,           2.2,     0.3933543, ,           2.2,     0.3933543, , 
          2.4,     0.4081142, ,           2.4,     0.4081142, ,           2.4,     0.4081142, ,           2.4,     0.4081142, ,           2.4,     0.4081142, , 
          2.6,     0.4228642, ,           2.6,     0.4228642, ,           2.6,     0.4228642, ,           2.6,     0.4228642, ,           2.6,     0.4228642, , 
          2.8,     0.4376041, ,           2.8,     0.4376041, ,           2.8,     0.4376041, ,           2.8,     0.4376041, ,           2.8,     0.4376041, , 
            3,     0.4523332, ,             3,     0.4523332, ,             3,     0.4523332, ,             3,     0.4523332, ,             3,     0.4523332, , 
          3.2,     0.4670514, ,           3.2,     0.4670514, ,           3.2,     0.4670514, ,           3.2,     0.4670514, ,           3.2,     0.4670514, , 
          3.4,     0.4817581, ,           3.4,     0.4817581, ,           3.4,     0.4817581, ,           3.4,     0.4817581, ,           3.4,     0.4817581, , 
          3.6,     0.4964531, ,           3.6,     0.4964531, ,           3.6,     0.4964531, ,           3.6,     0.4964531, ,           3.6,     0.4964531, , 
          3.8,     0.5111358, ,           3.8,     0.5111358, ,           3.8,     0.5111358, ,           3.8,     0.5111358, ,           3.8,     0.5111358, , 
            4,     0.5258059, ,             4,     0.5258059, ,             4,     0.5258059, ,             4,     0.5258059, ,             4,     0.5258059, , 

