"","AR","Camber","Re","ARFac","CamberFac","ReFac","speeds","ARnumber","CLCD","slope","yint","gamma","aoa","Efficiency"
"1",3.2290144,0.1,105000,"3.2290144","0.1","105000",15.75,1,6.93764896891597,0.0336782645652855,0.411074323678808,8.20223555004343,3.0681,0.540393016666667
"2",3.3038872,0.042264973,105000,"3.3038872","0.042264973","105000",15.75,2,10.0519764538609,0.0358179168980273,0.23135361766691,5.6812602328697,1.6596,0.546816836363636
"3",3.3038872,0.1,50151.724,"3.3038872","0.1","50151.724",7.5227586,2,7.06550468614365,0.0344473462477821,0.418343444122047,8.05568856491239,2.9522,0.543414445454545
"4",3.3038872,0.1,105000,"3.3038872","0.1","105000",15.75,2,7.27979094717541,0.0344473462477821,0.418343444122047,7.82162289384023,2.9441,0.543414445454545
"5",3.3038872,0.1,159848.28,"3.3038872","0.1","159848.28",23.977242,2,6.55563811367995,0.0344473462477821,0.418343444122047,8.67306619528392,2.9651,0.543414445454545
"6",3.3038872,0.15773503,105000,"3.3038872","0.15773503","105000",15.75,2,5.2181318017037,0.0333963423024736,0.613564484003062,10.8486016003416,1.6406,0.540093956060606
"7",3.4221907,0.022540333,105000,"3.4221907","0.022540333","105000",15.75,3,10.6076462247164,0.0374107501513412,0.164222446894896,5.38544913341543,2.8184,0.553074103030303
"8",3.4221907,0.042264973,50151.724,"3.4221907","0.042264973","50151.724",7.5227586,3,10.2593305427796,0.0369636049786035,0.237528622617681,5.56715977054146,1.6031,0.551162278787879
"9",3.4221907,0.042264973,105000,"3.4221907","0.042264973","105000",15.75,3,10.8268978713621,0.0369636049786035,0.237528622617681,5.27701319881784,1.337,0.551162278787879
"10",3.4221907,0.042264973,159848.28,"3.4221907","0.042264973","159848.28",23.977242,3,9.09937409030239,0.0369636049786035,0.237528622617681,6.27150466207856,2.3131,0.551162278787879
"11",3.4221907,0.1,31413.316,"3.4221907","0.1","31413.316",4.7119974,3,7.25545325658125,0.0355777324078906,0.428972777817208,7.84749218205726,2.8134,0.547766513636364
"12",3.4221907,0.1,50151.724,"3.4221907","0.1","50151.724",7.5227586,3,7.4821795688042,0.0355777324078906,0.428972777817208,7.61252561172118,2.7334,0.547766513636364
"13",3.4221907,0.1,105000,"3.4221907","0.1","105000",15.75,3,7.55305508119187,0.0355777324078906,0.428972777817208,7.54190091041296,2.7129,0.547766513636364
"14",3.4221907,0.1,159848.28,"3.4221907","0.1","159848.28",23.977242,3,6.38656639892463,0.0355777324078906,0.428972777817208,8.89903964789114,2.8468,0.547766513636364
"15",3.4221907,0.1,178586.68,"3.4221907","0.1","178586.68",26.788002,3,6.71833589249079,0.0355777324078906,0.428972777817208,8.46611187832389,2.8331,0.547766513636364
"16",3.4221907,0.15773503,50151.724,"3.4221907","0.15773503","50151.724",7.5227586,3,5.3540526017247,0.0345158745329298,0.628827652190098,10.57949208657,1.5533,0.544473671212121
"17",3.4221907,0.15773503,105000,"3.4221907","0.15773503","105000",15.75,3,5.40995968316669,0.0345158745329298,0.628827652190098,10.472589539135,1.6391,0.544473671212121
"18",3.4221907,0.15773503,159848.28,"3.4221907","0.15773503","159848.28",23.977242,3,5.17839349003586,0.0345158745329298,0.628827652190098,10.9298559638511,1.0402,0.544473671212121
"19",3.4221907,0.17745967,105000,"3.4221907","0.17745967","105000",15.75,3,5.0200717353702,0.0356562363010124,0.69067670627979,11.265870206372,0.4561,0.548210274242424
"20",3.6248866,0.013886369,105000,"3.6248866","0.013886369","105000",15.75,4,10.502567509517,0.0400300484666739,0.132973584214973,5.43900982359488,2.1278,0.56214976875
"21",3.6248866,0.022540333,50151.724,"3.6248866","0.022540333","50151.724",7.5227586,4,10.9343527972089,0.0392661519987475,0.171316644309919,5.22544103642918,2.7489,0.559869522727273
"22",3.6248866,0.022540333,105000,"3.6248866","0.022540333","105000",15.75,4,11.6434418584168,0.039304138548951,0.171192554912588,4.90881662334081,2.3964,0.559973155384615
"23",3.6248866,0.022540333,159848.28,"3.6248866","0.022540333","159848.28",23.977242,4,9.58335214243873,0.0393788515504992,0.170955949715182,5.95711831012875,3.4574,0.560177682539683
"24",3.6248866,0.042264973,31413.316,"3.6248866","0.042264973","31413.316",4.7119974,4,10.5965755178296,0.0388093201544724,0.24742442702919,5.39104238499617,1.5213,0.557967674242424
"25",3.6248866,0.042264973,50151.724,"3.6248866","0.042264973","50151.724",7.5227586,4,11.189530540962,0.0388093201544724,0.24742442702919,5.10691306821488,1.2593,0.557967674242424
"26",3.6248866,0.042264973,105000,"3.6248866","0.042264973","105000",15.75,4,11.337455225785,0.0388093201544724,0.24742442702919,5.04062507379691,1.1852,0.557967674242424
"27",3.6248866,0.042264973,159848.28,"3.6248866","0.042264973","159848.28",23.977242,4,8.62331626255351,0.0388093201544724,0.24742442702919,6.61473993592848,2.8046,0.557967674242424
"28",3.6248866,0.042264973,178586.68,"3.6248866","0.042264973","178586.68",26.788002,4,9.38906188270916,0.0388093201544724,0.24742442702919,6.0794777160118,2.2336,0.557967674242424
"29",3.6248866,0.066001896,105000,"3.6248866","0.066001896","105000",15.75,4,9.49047914377339,0.038338229360192,0.324542443064399,6.01499003886266,1.622,0.556833568181818
"30",3.6248866,0.1,23192.05,"3.6248866","0.1","23192.05",3.4788075,4,7.27933559050102,0.037568594110023,0.445453123326293,7.82205774312384,2.6285,0.555113106349206
"31",3.6248866,0.1,31413.316,"3.6248866","0.1","31413.316",4.7119974,4,7.56485981392061,0.037568594110023,0.445453123326293,7.53027905250219,2.4622,0.555113106349206
"32",3.6248866,0.1,50151.724,"3.6248866","0.1","50151.724",7.5227586,4,7.73003528264179,0.037568594110023,0.445453123326293,7.37114876673086,2.4909,0.555113106349206
"33",3.6248866,0.1,72701.801,"3.6248866","0.1","72701.801",10.90527015,4,7.81218087143002,0.037568594110023,0.445453123326293,7.29446445116412,2.4641,0.555113106349206
"34",3.6248866,0.1,105000,"3.6248866","0.1","105000",15.75,4,7.88617645885045,0.037568594110023,0.445453123326293,7.22675868128228,2.4037,0.555113106349206
"35",3.6248866,0.1,137298.2,"3.6248866","0.1","137298.2",20.59473,4,7.92446103106817,0.037568594110023,0.445453123326293,7.1922324413068,2.3668,0.555113106349206
"36",3.6248866,0.1,159848.28,"3.6248866","0.1","159848.28",23.977242,4,6.29515710694158,0.037568594110023,0.445453123326293,9.02614657502369,2.8074,0.555113106349206
"37",3.6248866,0.1,178586.68,"3.6248866","0.1","178586.68",26.788002,4,6.62683051469631,0.037568594110023,0.445453123326293,8.58128526298781,2.6796,0.555113106349206
"38",3.6248866,0.1,186807.95,"3.6248866","0.1","186807.95",28.0211925,4,6.98440252203869,0.037568594110023,0.445453123326293,8.14801429669009,2.6447,0.555113106349206
"39",3.6248866,0.1339981,105000,"3.6248866","0.1339981","105000",15.75,4,6.13342838948804,0.0366902867967853,0.567286083223742,9.26008087009035,2.6422,0.5526136
"40",3.6248866,0.15773503,31413.316,"3.6248866","0.15773503","31413.316",4.7119974,4,5.57743496709656,0.0363226448387434,0.653247262477821,10.1647840732641,1.4302,0.55133258030303
"41",3.6248866,0.15773503,50151.724,"3.6248866","0.15773503","50151.724",7.5227586,4,5.63885286287901,0.0363226448387434,0.653247262477821,10.0563379281516,1.4766,0.55133258030303
"42",3.6248866,0.15773503,105000,"3.6248866","0.15773503","105000",15.75,4,5.6527741565717,0.0363226448387434,0.653247262477821,10.0320762743378,1.5065,0.55133258030303
"43",3.6248866,0.15773503,159848.28,"3.6248866","0.15773503","159848.28",23.977242,4,5.14495831715828,0.0363226448387434,0.653247262477821,10.9991617879403,0.6053,0.55133258030303
"44",3.6248866,0.15773503,178586.68,"3.6248866","0.15773503","178586.68",26.788002,4,5.37998149108888,0.0363226448387434,0.653247262477821,10.5296466424514,0.8924,0.55133258030303
"45",3.6248866,0.17745967,50151.724,"3.6248866","0.17745967","50151.724",7.5227586,4,5.22652236502228,0.0374990622899489,0.717453609257906,10.8315973497562,0.3233,0.554936106060606
"46",3.6248866,0.17745967,105000,"3.6248866","0.17745967","105000",15.75,4,5.30288205964556,0.0374990622899489,0.717453609257906,10.6792411927821,0.3648,0.554936106060606
"47",3.6248866,0.17745967,159848.28,"3.6248866","0.17745967","159848.28",23.977242,4,4.92219122545721,0.0374990622899489,0.717453609257906,11.4840037612083,-0.2524,0.554936106060606
"48",3.6248866,0.18611363,105000,"3.6248866","0.18611363","105000",15.75,4,5.13654419026519,0.03701683599833,0.724374002063111,11.0167308161431,-0.0607999999999995,0.552128312121212
"49",4.014315,0.0093820154,105000,"4.014315","0.0093820154","105000",15.75,5,11.3909144876072,0.0433086375357594,0.126731992719862,5.64630489858326,1.6641,0.573787455172414
"50",4.014315,0.013886369,50151.724,"4.014315","0.013886369","50151.724",7.5227586,5,10.9476088829058,0.0436635673396758,0.143312333006343,5.21915000608915,1.8391,0.574485215909091
"51",4.014315,0.013886369,105000,"4.014315","0.013886369","105000",15.75,5,11.7462003318439,0.0436635673396758,0.143312333006343,4.8660765720701,1.7181,0.574485215909091
"52",4.014315,0.013886369,159848.28,"4.014315","0.013886369","159848.28",23.977242,5,9.45462072519653,0.0436635673396758,0.143312333006343,6.03763489370946,2.4424,0.574485215909091
"53",4.014315,0.022540333,31413.316,"4.014315","0.022540333","31413.316",4.7119974,5,11.5591369599715,0.0429794710197277,0.183806438670001,4.94444078536892,2.6293,0.572619053333333
"54",4.014315,0.022540333,50151.724,"4.014315","0.022540333","50151.724",7.5227586,5,12.3159323391706,0.0430168748100526,0.18369921447107,4.64198330546831,2.3107,0.572708662711864
"55",4.014315,0.022540333,105000,"4.014315","0.022540333","105000",15.75,5,12.5065036869295,0.0430168748100526,0.18369921447107,4.57155148050952,2.2308,0.572708662711864
"56",4.014315,0.022540333,159848.28,"4.014315","0.022540333","159848.28",23.977242,5,9.20383156662997,0.0430903242157117,0.18349598930948,6.20073826097226,3.5181,0.572885266666667
"57",4.014315,0.022540333,178586.68,"4.014315","0.022540333","178586.68",26.788002,5,10.1102868798801,0.0430903242157117,0.18349598930948,5.64870610390927,3.2353,0.572885266666667
"58",4.014315,0.042264973,23192.05,"4.014315","0.042264973","23192.05",3.4788075,5,10.6003023116582,0.042495720280275,0.265137752696986,5.38915985549123,1.738,0.570735398360656
"59",4.014315,0.042264973,31413.316,"4.014315","0.042264973","31413.316",4.7119974,5,11.2421230895803,0.042495720280275,0.265137752696986,5.08314907046315,1.4021,0.570735398360656
"60",4.014315,0.042264973,50151.724,"4.014315","0.042264973","50151.724",7.5227586,5,11.6636134888379,0.042495720280275,0.265137752696986,4.9003678273917,1.2212,0.570735398360656
"61",4.014315,0.042264973,72701.801,"4.014315","0.042264973","72701.801",10.90527015,5,11.8835812267617,0.042495720280275,0.265137752696986,4.81009135298726,1.1328,0.570735398360656
"62",4.014315,0.042264973,105000,"4.014315","0.042264973","105000",15.75,5,12.0441850542656,0.042495720280275,0.265137752696986,4.74624493696263,1.0794,0.570735398360656
"63",4.014315,0.042264973,137298.2,"4.014315","0.042264973","137298.2",20.59473,5,12.1119305783737,0.042495720280275,0.265137752696986,4.71981720582156,1.0715,0.570735398360656
"64",4.014315,0.042264973,159848.28,"4.014315","0.042264973","159848.28",23.977242,5,8.41413358553597,0.042495720280275,0.265137752696986,6.7776775815456,3.1187,0.570735398360656
"65",4.014315,0.042264973,178586.68,"4.014315","0.042264973","178586.68",26.788002,5,9.12269007225832,0.042495720280275,0.265137752696986,6.25560379166071,2.6606,0.570735398360656
"66",4.014315,0.042264973,186807.95,"4.014315","0.042264973","186807.95",28.0211925,5,9.94302530075028,0.042495720280275,0.265137752696986,5.74309764690415,2.113,0.570735398360656
"67",4.014315,0.046153069,105000,"4.014315","0.046153069","105000",15.75,5,11.1093315986419,0.0425327531536538,0.27023172288043,5.14358467497914,1.5097,0.571072848333333
"68",4.014315,0.066001896,50151.724,"4.014315","0.066001896","50151.724",7.5227586,5,10.1570681565143,0.0418387503715035,0.347779383378497,5.62285736763145,1.3673,0.569161016923077
"69",4.014315,0.066001896,105000,"4.014315","0.066001896","105000",15.75,5,10.6025527950362,0.0418387503715035,0.347779383378497,5.38802284902015,1.2574,0.569161016923077
"70",4.014315,0.066001896,159848.28,"4.014315","0.066001896","159848.28",23.977242,5,9.20530197449821,0.0418387503715035,0.347779383378497,6.19990278981686,1.7586,0.569161016923077
"71",4.014315,0.1,18912.915,"4.014315","0.1","18912.915",2.83693725,5,7.83976386345321,0.0414578581168831,0.475758362467532,7.26910225733622,2.2891,0.56857898
"72",4.014315,0.1,23192.05,"4.014315","0.1","23192.05",3.4788075,5,8.16821623915066,0.0414578581168831,0.475758362467532,6.97972339614803,2.1176,0.56857898
"73",4.014315,0.1,31413.316,"4.014315","0.1","31413.316",4.7119974,5,6.51721353215418,0.0414578581168831,0.475758362467532,8.72342985952089,2.6938,0.56857898
"74",4.014315,0.1,50151.724,"4.014315","0.1","50151.724",7.5227586,5,8.35918349916413,0.0414578581168831,0.475758362467532,6.8217808298965,1.9975,0.56857898
"75",4.014315,0.1,53845.416,"4.014315","0.1","53845.416",8.0768124,5,8.44006827817325,0.0414578581168831,0.475758362467532,6.75702162347857,2.0016,0.56857898
"76",4.014315,0.1,72701.801,"4.014315","0.1","72701.801",10.90527015,5,8.45449337762079,0.0414578581168831,0.475758362467532,6.74560233367548,1.9979,0.56857898
"77",4.014315,0.1,105000,"4.014315","0.1","105000",15.75,5,8.53885219810958,0.0414578581168831,0.475758362467532,6.67954942316579,1.9394,0.56857898
"78",4.014315,0.1,137298.2,"4.014315","0.1","137298.2",20.59473,5,8.58217602294035,0.0414578581168831,0.475758362467532,6.64610734616946,1.8909,0.56857898
"79",4.014315,0.1,156154.58,"4.014315","0.1","156154.58",23.423187,5,8.60470159972398,0.0414578581168831,0.475758362467532,6.62884648318386,1.8676,0.56857898
"80",4.014315,0.1,159848.28,"4.014315","0.1","159848.28",23.977242,5,6.71626374929011,0.0414578581168831,0.475758362467532,8.46869920863124,2.5468,0.56857898
"81",4.014315,0.1,178586.68,"4.014315","0.1","178586.68",26.788002,5,7.09007773981306,0.0414578581168831,0.475758362467532,8.02816668204479,2.4121,0.56857898
"82",4.014315,0.1,186807.95,"4.014315","0.1","186807.95",28.0211925,5,7.499234082505,0.0414578581168831,0.475758362467532,7.59541070392036,2.3455,0.56857898
"83",4.014315,0.1,191087.09,"4.014315","0.1","191087.09",28.6630635,5,7.55548882911709,0.0414578581168831,0.475758362467532,7.53951119708355,2.3391,0.56857898
"84",4.014315,0.1339981,50151.724,"4.014315","0.1339981","50151.724",7.5227586,5,6.62611104699445,0.0400985103329506,0.607066509835438,8.58220338270563,2.2812,0.564885265151515
"85",4.014315,0.1339981,105000,"4.014315","0.1339981","105000",15.75,5,6.77204843683338,0.0400985103329506,0.607066509835438,8.39991802393361,2.6382,0.564885265151515
"86",4.014315,0.1339981,159848.28,"4.014315","0.1339981","159848.28",23.977242,5,6.17798547144393,0.0400985103329506,0.607066509835438,9.19444009358956,1.5981,0.564885265151515
"87",4.014315,0.15384693,105000,"4.014315","0.15384693","105000",15.75,5,6.09855836448096,0.0397651674564242,0.683674909292697,9.31210249259059,1.4371,0.563841503030303
"88",4.014315,0.15773503,23192.05,"4.014315","0.15773503","23192.05",3.4788075,5,5.93051831247116,0.039697052948544,0.698385013328462,9.57114280062723,0.9559,0.563628337878788
"89",4.014315,0.15773503,31413.316,"4.014315","0.15773503","31413.316",4.7119974,5,6.01821920635553,0.039697052948544,0.698385013328462,9.43419213698486,1.2311,0.563628337878788
"90",4.014315,0.15773503,50151.724,"4.014315","0.15773503","50151.724",7.5227586,5,6.066866778351,0.039697052948544,0.698385013328462,9.35988734914671,1.3269,0.563628337878788
"91",4.014315,0.15773503,72701.801,"4.014315","0.15773503","72701.801",10.90527015,5,6.09154144735351,0.039697052948544,0.698385013328462,9.32263974796292,1.3874,0.563628337878788
"92",4.014315,0.15773503,105000,"4.014315","0.15773503","105000",15.75,5,6.1092540346837,0.039697052948544,0.698385013328462,9.29608365299232,1.4045,0.563628337878788
"93",4.014315,0.15773503,137298.2,"4.014315","0.15773503","137298.2",20.59473,5,6.11640963079771,0.039697052948544,0.698385013328462,9.28539781982133,1.3957,0.563628337878788
"94",4.014315,0.15773503,159848.28,"4.014315","0.15773503","159848.28",23.977242,5,4.82012180995042,0.039697052948544,0.698385013328462,11.7205242484745,0.5601,0.563628337878788
