"","AR","Camber","Re","ARFac","CamberFac","ReFac","speeds","Lengths","ARnumber","CLCD","Caoa","slope","yint","gamma","gaoa","Efficiency"
"1",3.2290144,0.1,105000,"3.2290144","0.1","105000",15.75,0.178725920677927,1,6.66939802949145,4.0478,0.0336966698642534,0.395076841387632,8.52726600916327,4.0473,0.509349839215686
"2",3.3038872,0.042264973,105000,"3.3038872","0.042264973","105000",15.75,0.182870129546656,2,9.99632645878157,1.6998,0.0357946551583711,0.22294906785822,5.71258460572132,1.6986,0.523312284313725
"3",3.3038872,0.1,50151.724,"3.3038872","0.1","50151.724",7.5227586,0.182870129546656,2,6.77900038826517,3.8544,0.0345411631674208,0.402010206576169,8.39137116336018,3.8539,0.51186017254902
"4",3.3038872,0.1,105000,"3.3038872","0.1","105000",15.75,0.182870129546656,2,7.07428663087498,3.4868,0.0345411631674208,0.402010206576169,8.04580362670839,3.4859,0.51186017254902
"5",3.3038872,0.1,159848.28,"3.3038872","0.1","159848.28",23.977242,0.182870129546656,2,6.33913792158017,3.7107,0.0345411631674208,0.402010206576169,8.96451120560265,3.7104,0.51186017254902
"6",3.3038872,0.15773503,105000,"3.3038872","0.15773503","105000",15.75,0.182870129546656,2,4.84164064129851,1.999,0.0330425414932127,0.582427495128205,11.6698545383896,1.9989,0.496773731372549
"7",3.4221907,0.022540333,105000,"3.4221907","0.022540333","105000",15.75,0.189418227305811,3,10.5406560763951,2.7392,0.0372398600497738,0.15777459338009,5.41936800874526,2.7394,0.529457623529412
"8",3.4221907,0.042264973,50151.724,"3.4221907","0.042264973","50151.724",7.5227586,0.189418227305811,3,10.1549015210276,1.6144,0.0368288709502262,0.228309793031674,5.62394920426678,1.6132,0.525692015686275
"9",3.4221907,0.042264973,105000,"3.4221907","0.042264973","105000",15.75,0.189418227305811,3,10.6934682191544,1.3632,0.0368288709502262,0.228309793031674,5.34239109381441,1.3624,0.525692015686275
"10",3.4221907,0.042264973,159848.28,"3.4221907","0.042264973","159848.28",23.977242,0.189418227305811,3,9.04479032284548,2.182,0.0368288709502262,0.228309793031674,6.30899446191344,2.1812,0.525692015686275
"11",3.4221907,0.1,31413.316,"3.4221907","0.1","31413.316",4.7119974,0.189418227305811,3,6.93353884099726,3.7177,0.0354683682352941,0.410590936470588,8.20690800147615,3.717,0.515104392156863
"12",3.4221907,0.1,50151.724,"3.4221907","0.1","50151.724",7.5227586,0.189418227305811,3,7.23840863485426,3.299,0.0354683682352941,0.410590936470588,7.86567718790199,3.2984,0.515104392156863
"13",3.4221907,0.1,105000,"3.4221907","0.1","105000",15.75,0.189418227305811,3,7.34083054308013,3.0308,0.0354683682352941,0.410590936470588,7.75728696823993,3.0299,0.515104392156863
"14",3.4221907,0.1,159848.28,"3.4221907","0.1","159848.28",23.977242,0.189418227305811,3,6.15075450745516,3.2891,0.0354683682352941,0.410590936470588,9.23442394614547,3.2889,0.515104392156863
"15",3.4221907,0.1,178586.68,"3.4221907","0.1","178586.68",26.788002,0.189418227305811,3,6.47332806596608,3.5552,0.0354683682352941,0.410590936470588,8.78160449317691,3.5549,0.515104392156863
"16",3.4221907,0.15773503,50151.724,"3.4221907","0.15773503","50151.724",7.5227586,0.189418227305811,3,4.95381092531173,1.8369,0.0340323364253394,0.596400835822021,11.4126227141882,1.8368,0.500166260784314
"17",3.4221907,0.15773503,105000,"3.4221907","0.15773503","105000",15.75,0.189418227305811,3,5.00200485024232,1.9419,0.0340323364253394,0.596400835822021,11.3055095106933,1.9418,0.500166260784314
"18",3.4221907,0.15773503,159848.28,"3.4221907","0.15773503","159848.28",23.977242,0.189418227305811,3,4.82444483233902,1.3793,0.0340323364253394,0.596400835822021,11.7103025224516,1.3792,0.500166260784314
"19",3.4221907,0.17745967,105000,"3.4221907","0.17745967","105000",15.75,0.189418227305811,3,4.58865317382514,0.835,0.0346681329411765,0.651728569019608,12.294175710456,0.8349,0.498550754901961
"20",3.6248866,0.013886369,105000,"3.6248866","0.013886369","105000",15.75,0.200637443715977,4,10.5966619566362,2.3091,0.039756061495875,0.130345000627804,5.39028377090463,2.307,0.540584985416667
"21",3.6248866,0.022540333,50151.724,"3.6248866","0.022540333","50151.724",7.5227586,0.200637443715977,4,10.9248208830418,2.6332,0.0395140426334842,0.166243587197587,5.22984036242843,2.6337,0.539017245098039
